decade,lg,tp,len_bucket,ocrqa_bucket,n
1940,lb,ad,<200,<0.5,35
1940,lb,ad,<200,NA,1267
1940,lb,article,200-400,>=0.8,2471
1940,lb,article,600-800,0.6-0.7,501
1940,lb,ad,400-600,0.5-0.6,55
1940,lb,ad,400-600,0.6-0.7,193
1940,lb,ad,400-600,0.7-0.8,389
1940,lb,ad,<200,0.7-0.8,765
1940,lb,ad,200-400,>=0.8,991
1940,lb,ad,400-600,>=0.8,273
1940,lb,article,600-800,0.7-0.8,1572
1940,lb,article,600-800,>=0.8,842
1940,lb,ad,>=800,0.7-0.8,617
1940,lb,article,<200,NA,1956
1940,lb,article,400-600,0.6-0.7,679
1940,lb,article,200-400,0.5-0.6,207
1940,lb,ad,>=800,>=0.8,78
1940,lb,ad,<200,>=0.8,1031
1940,lb,ad,200-400,0.6-0.7,322
1940,lb,ad,200-400,0.7-0.8,866
1940,lb,ad,600-800,>=0.8,96
1940,lb,ad,200-400,0.5-0.6,100
1940,en,article,>=800,>=0.8,695
1940,lb,ad,600-800,0.5-0.6,24
1940,lb,ad,>=800,0.5-0.6,79
1940,lb,article,200-400,NA,174
1940,lb,article,400-600,NA,173
1940,lb,article,400-600,0.5-0.6,129
1940,lb,ad,600-800,0.7-0.8,207
1940,lb,article,>=800,NA,64
1940,lb,article,600-800,0.5-0.6,98
1940,lb,article,<200,<0.5,12
1940,de,ad,400-600,>=0.8,4332
1940,lb,article,600-800,NA,18
1940,lb,ad,400-600,NA,3
1940,de,ad,>=800,>=0.8,3666
1940,lb,article,200-400,<0.5,39
1940,de,ad,600-800,>=0.8,1822
1940,lb,ad,200-400,NA,4
1940,de,ad,600-800,<0.5,321
1940,lb,article,600-800,<0.5,22
1940,lb,ad,>=800,NA,5
1940,en,ad,200-400,0.6-0.7,6
1940,it,article,200-400,NA,55
1940,it,article,<200,NA,27
1890,de,ad,>=800,NA,427
1890,de,article,600-800,NA,441
1890,de,article,400-600,NA,603
1890,de,article,200-400,NA,768
1890,en,ad,200-400,0.6-0.7,4
1890,lb,ad,400-600,0.5-0.6,3
1880,de,article,>=800,NA,5513
1880,lb,ad,<200,<0.5,11
1880,lb,ad,600-800,<0.5,1
1880,lb,ad,200-400,<0.5,21
1880,de,ad,200-400,<0.5,2456
1880,de,ad,>=800,NA,429
1880,de,article,400-600,NA,2736
1880,de,article,200-400,NA,3309
1880,de,article,600-800,NA,1818
1880,lb,ad,400-600,<0.5,15
1880,de,ad,200-400,NA,523
1880,lb,article,600-800,<0.5,32
1880,lb,ad,200-400,0.5-0.6,1
1880,de,ad,600-800,NA,365
1900,lb,ad,600-800,<0.5,1
1930,de,ad,600-800,NA,305
1930,de,article,600-800,<0.5,2009
1940,lb,ad,200-400,<0.5,17
1940,de,ad,200-400,NA,538
1940,de,ad,>=800,NA,532
1940,de,ad,400-600,NA,299
1940,de,ad,600-800,NA,116
1990,de,ad,600-800,>=0.8,1943
1990,fr,ad,400-600,>=0.8,145669
1990,lb,ad,200-400,0.7-0.8,71
1990,de,ad,200-400,NA,951
1990,lb,ad,400-600,0.7-0.8,43
1990,lb,article,600-800,>=0.8,85
1990,fr,article,400-600,>=0.8,112128
1990,de,ad,200-400,0.6-0.7,2237
1990,fr,ad,<200,0.5-0.6,2588
1990,fr,ad,200-400,0.6-0.7,8461
1990,de,article,600-800,NA,2032
1990,de,article,400-600,NA,2272
1990,fr,ad,<200,>=0.8,231535
1990,de,ad,400-600,0.7-0.8,1806
1990,fr,ad,200-400,>=0.8,380212
1990,de,ad,400-600,0.5-0.6,311
1990,lb,ad,200-400,>=0.8,113
1990,de,ad,<200,>=0.8,6768
2000,de,article,>=800,>=0.8,129798
2000,fr,article,>=800,>=0.8,859528
2000,fr,article,600-800,>=0.8,88649
2000,de,ad,>=800,>=0.8,3236
2000,fr,article,200-400,>=0.8,148127
2000,fr,article,400-600,>=0.8,101744
2000,fr,ad,>=800,>=0.8,141496
2000,de,article,200-400,0.7-0.8,6057
2000,de,article,600-800,>=0.8,12819
2000,de,article,200-400,>=0.8,14528
2000,lb,article,>=800,>=0.8,356
2000,lb,ad,>=800,>=0.8,9
2000,de,article,400-600,>=0.8,15686
2000,de,article,600-800,0.7-0.8,3671
2000,de,article,400-600,0.7-0.8,5339
2000,de,article,>=800,0.7-0.8,22605
2000,de,article,<200,>=0.8,8224
2000,de,article,<200,NA,52142
2000,de,ad,<200,NA,18695
2000,fr,article,600-800,0.7-0.8,4044
2000,de,article,<200,0.7-0.8,4005
2000,de,ad,200-400,>=0.8,7098
2000,de,article,>=800,0.6-0.7,6106
2000,de,ad,<200,0.7-0.8,2100
2000,de,ad,<200,>=0.8,5355
2000,de,ad,>=800,0.7-0.8,2686
2000,de,ad,600-800,>=0.8,1069
2000,de,article,>=800,0.5-0.6,874
2000,de,ad,600-800,0.6-0.7,257
2000,fr,ad,200-400,0.7-0.8,21241
2000,lb,ad,<200,>=0.8,9
2000,de,ad,400-600,0.6-0.7,499
2000,fr,ad,400-600,>=0.8,84153
2000,lb,ad,400-600,>=0.8,30
2000,de,ad,200-400,0.7-0.8,2434
2000,de,ad,600-800,0.7-0.8,468
2000,fr,ad,>=800,0.5-0.6,856
2000,fr,ad,<200,>=0.8,127890
2000,fr,ad,200-400,0.6-0.7,4393
2000,fr,ad,200-400,>=0.8,213044
2000,de,ad,200-400,0.6-0.7,1428
2000,fr,ad,600-800,>=0.8,48553
2000,lb,ad,200-400,0.7-0.8,11
2000,fr,article,>=800,0.6-0.7,11379
2000,fr,ad,200-400,0.5-0.6,599
2000,de,article,200-400,0.5-0.6,1057
2000,de,article,200-400,0.6-0.7,2643
2000,de,article,<200,0.5-0.6,1231
2000,de,ad,200-400,0.5-0.6,615
2000,de,ad,400-600,0.7-0.8,973
2000,fr,ad,400-600,0.7-0.8,9793
2000,de,ad,200-400,NA,1046
2000,de,ad,600-800,0.5-0.6,120
2000,fr,ad,600-800,0.6-0.7,1027
2000,fr,article,400-600,0.6-0.7,1127
2000,lb,ad,200-400,0.6-0.7,7
2000,fr,ad,400-600,0.6-0.7,1569
2000,fr,article,>=800,0.7-0.8,45819
2000,de,ad,400-600,>=0.8,2111
2000,lb,ad,>=800,0.5-0.6,3
2000,de,ad,>=800,NA,122
2000,de,ad,400-600,0.5-0.6,264
2000,de,ad,<200,0.5-0.6,559
2000,de,article,400-600,0.6-0.7,1790
2000,lb,article,600-800,>=0.8,65
2000,fr,ad,<200,0.7-0.8,21787
2000,fr,article,<200,>=0.8,55612
2000,fr,ad,>=800,0.7-0.8,16980
2000,de,ad,<200,0.6-0.7,1358
2000,fr,ad,600-800,0.7-0.8,5503
2000,de,ad,200-400,<0.5,203
2000,fr,ad,>=800,0.6-0.7,5603
2000,lb,ad,<200,0.6-0.7,6
2000,de,ad,400-600,<0.5,52
2000,de,article,<200,0.6-0.7,2417
2000,lb,article,<200,>=0.8,18
2000,lb,article,<200,<0.5,1
2000,lb,article,400-600,>=0.8,42
2000,lb,article,200-400,>=0.8,49
2000,de,ad,<200,<0.5,302
2000,de,article,200-400,NA,2129
2000,lb,article,<200,0.7-0.8,5
2000,de,article,<200,<0.5,578
2000,fr,article,<200,0.7-0.8,8338
2000,fr,article,>=800,0.5-0.6,2028
2000,fr,article,<200,0.6-0.7,3265
2000,de,article,>=800,<0.5,208
2000,fr,article,400-600,0.7-0.8,5577
2000,fr,article,>=800,<0.5,1607
2000,de,article,600-800,0.5-0.6,271
2000,de,article,400-600,0.5-0.6,440
2000,de,article,600-800,<0.5,31
2000,de,article,600-800,NA,834
2000,fr,article,200-400,0.7-0.8,9436
2000,de,article,400-600,NA,1376
2000,lb,article,>=800,0.7-0.8,47
2010,de,article,>=800,>=0.8,3428
2010,de,article,<200,NA,143
2010,de,article,600-800,>=0.8,449
2010,de,article,200-400,>=0.8,408
2010,de,article,600-800,0.7-0.8,127
2010,de,article,400-600,>=0.8,440
2010,de,article,<200,>=0.8,119
2010,de,article,400-600,0.7-0.8,149
2010,de,article,>=800,0.7-0.8,632
2010,de,article,200-400,0.7-0.8,162
2010,fr,article,400-600,0.6-0.7,387
2010,lb,article,>=800,>=0.8,231
2010,fr,article,400-600,>=0.8,71782
2010,fr,article,600-800,>=0.8,43841
2010,fr,article,>=800,>=0.8,329839
2010,de,ad,<200,NA,92
2010,fr,ad,200-400,>=0.8,60192
2010,de,article,>=800,0.5-0.6,85
2010,fr,article,600-800,0.5-0.6,80
2010,de,article,>=800,<0.5,46
2010,de,article,200-400,<0.5,21
2010,de,article,<200,0.7-0.8,78
2010,de,article,200-400,0.6-0.7,199
2010,fr,article,400-600,0.7-0.8,1329
2010,fr,article,200-400,0.5-0.6,143
2010,de,article,600-800,<0.5,15
2010,de,ad,>=800,0.7-0.8,218
2010,de,ad,400-600,>=0.8,54
2010,fr,ad,600-800,>=0.8,14760
2010,fr,article,>=800,<0.5,1821
2010,lb,article,>=800,0.7-0.8,12
2010,fr,article,200-400,>=0.8,110246
2010,fr,article,>=800,0.7-0.8,12366
2010,fr,ad,200-400,0.7-0.8,2945
2010,de,ad,400-600,0.5-0.6,25
2010,de,article,>=800,NA,18
2010,fr,article,<200,>=0.8,44426
2010,fr,article,600-800,<0.5,100
2010,de,ad,600-800,0.7-0.8,26
2010,fr,article,600-800,0.7-0.8,1139
2010,de,article,400-600,0.5-0.6,62
2010,de,ad,600-800,0.5-0.6,25
2010,de,ad,400-600,0.6-0.7,54
2010,de,ad,200-400,>=0.8,199
2010,de,ad,>=800,0.6-0.7,50
2010,de,article,400-600,0.6-0.7,86
2010,fr,article,>=800,0.6-0.7,3204
2010,de,article,600-800,0.5-0.6,38
2010,lb,article,600-800,0.7-0.8,4
2010,de,article,600-800,0.6-0.7,67
2010,de,ad,600-800,NA,3
2010,fr,article,<200,0.7-0.8,1995
2010,de,article,>=800,0.6-0.7,322
2010,de,article,400-600,<0.5,17
2010,de,article,400-600,NA,15
2010,fr,article,200-400,0.7-0.8,2579
2010,de,article,600-800,NA,5
2010,fr,article,>=800,0.5-0.6,1356
2010,de,article,200-400,0.5-0.6,344
2010,de,ad,<200,0.5-0.6,32
2010,lb,article,400-600,>=0.8,54
2010,lb,article,200-400,>=0.8,48
2010,lb,article,<200,>=0.8,16
2010,fr,ad,<200,0.7-0.8,2568
2010,de,ad,<200,0.7-0.8,33
2010,de,ad,200-400,0.6-0.7,83
2010,lb,ad,200-400,0.5-0.6,1
2010,de,ad,600-800,0.6-0.7,40
2010,de,ad,<200,0.6-0.7,98
2010,fr,ad,<200,0.6-0.7,673
2010,de,ad,400-600,0.7-0.8,80
2010,de,ad,200-400,0.5-0.6,51
2010,de,ad,200-400,0.7-0.8,116
2010,lb,article,600-800,>=0.8,29
2010,de,article,<200,0.5-0.6,30
2010,en,article,400-600,>=0.8,30
2010,en,article,>=800,>=0.8,79
2010,lb,ad,200-400,>=0.8,4
2010,fr,ad,600-800,0.7-0.8,7038
2010,fr,article,600-800,0.6-0.7,347
2010,fr,ad,600-800,0.6-0.7,3463
2010,fr,article,400-600,<0.5,69
2010,fr,ad,400-600,0.7-0.8,4758
2010,en,article,600-800,>=0.8,34
1910,lb,ad,400-600,<0.5,7
1910,lb,article,200-400,0.5-0.6,4
1910,lb,article,200-400,>=0.8,34
1910,cy,ad,200-400,NA,1
1910,lb,article,>=800,<0.5,31
1910,lb,article,400-600,0.5-0.6,4
1910,lb,ad,>=800,0.5-0.6,20
1910,lb,ad,200-400,0.5-0.6,20
1910,lb,article,600-800,0.5-0.6,4
1940,lb,ad,400-600,<0.5,11
1920,lb,article,600-800,0.5-0.6,8
1920,lb,article,400-600,>=0.8,613
1920,lb,article,>=800,>=0.8,318
1920,lb,ad,600-800,0.7-0.8,25
1920,lb,article,200-400,>=0.8,1981
1920,lb,article,<200,NA,1080
1920,lb,article,<200,>=0.8,1230
1920,lb,article,200-400,0.5-0.6,4
1920,lb,article,200-400,0.6-0.7,39
1920,lb,article,>=800,0.6-0.7,240
1920,lb,article,600-800,>=0.8,248
1920,lb,ad,200-400,>=0.8,54
1920,lb,ad,<200,NA,730
1920,lb,ad,<200,>=0.8,116
1920,lb,ad,600-800,>=0.8,13
1920,lb,article,200-400,0.7-0.8,501
1920,lb,article,400-600,0.7-0.8,280
1920,it,ad,<200,NA,59
1920,lb,article,>=800,0.5-0.6,39
1920,lb,article,400-600,0.6-0.7,23
1920,lb,article,<200,0.6-0.7,32
1920,lb,ad,>=800,0.7-0.8,43
1920,lb,article,600-800,0.7-0.8,188
1920,lb,article,600-800,0.6-0.7,14
1920,lb,ad,400-600,>=0.8,8
1920,lb,ad,200-400,NA,1
1920,de,article,200-400,<0.5,4811
1920,de,article,400-600,<0.5,3069
1920,it,ad,200-400,NA,146
1920,lb,ad,>=800,0.5-0.6,14
1920,lb,ad,600-800,0.6-0.7,14
1920,lb,ad,400-600,0.5-0.6,15
1920,lb,ad,200-400,0.6-0.7,65
1920,de,article,>=800,<0.5,15805
1920,de,article,<200,<0.5,3173
1920,lb,article,>=800,<0.5,50
1920,lb,article,<200,0.5-0.6,9
1920,lb,article,200-400,NA,6
1920,lb,ad,600-800,0.5-0.6,5
1920,en,article,400-600,<0.5,1
1920,lb,article,400-600,0.5-0.6,7
1920,en,ad,<200,0.6-0.7,12
1930,lb,ad,400-600,0.7-0.8,70
1930,lb,ad,400-600,0.6-0.7,26
1930,lb,ad,>=800,0.7-0.8,52
1930,lb,article,200-400,NA,11
1930,lb,ad,600-800,0.6-0.7,24
1930,lb,article,400-600,NA,3
1930,lb,ad,400-600,NA,1
1930,lb,ad,400-600,0.5-0.6,22
1930,lb,ad,600-800,<0.5,7
1930,lb,ad,600-800,>=0.8,7
1940,lb,ad,600-800,<0.5,5
1940,en,article,>=800,<0.5,1
1940,en,article,>=800,0.7-0.8,52
1940,en,article,>=800,0.6-0.7,10
1940,en,ad,<200,<0.5,4
1940,en,ad,<200,0.6-0.7,19
1870,lb,article,>=800,<0.5,14
1880,lb,ad,>=800,0.6-0.7,2
1880,lb,ad,<200,0.6-0.7,3
1880,it,article,200-400,NA,15
1890,lb,ad,>=800,0.6-0.7,2
1910,lb,ad,600-800,0.7-0.8,8
1910,lb,article,<200,0.6-0.7,20
1910,lb,article,<200,>=0.8,41
1920,it,ad,>=800,NA,24
1920,de,article,600-800,<0.5,1967
1920,lb,ad,>=800,>=0.8,9
1920,it,article,200-400,NA,51
1970,fr,article,>=800,>=0.8,1016445
1970,fr,article,400-600,>=0.8,149125
1970,fr,article,<200,>=0.8,55162
1970,fr,article,600-800,>=0.8,133672
1970,lb,article,600-800,>=0.8,31
1970,fr,ad,400-600,0.7-0.8,32877
1970,de,article,>=800,<0.5,1049
1970,lb,article,200-400,>=0.8,25
1970,fr,article,200-400,>=0.8,146400
1970,lb,article,>=800,>=0.8,67
1970,fr,article,<200,0.7-0.8,13642
1970,de,article,600-800,>=0.8,35410
1970,de,ad,<200,NA,19661
1970,en,article,>=800,>=0.8,422
1970,lb,article,400-600,>=0.8,32
1970,de,article,>=800,0.6-0.7,13725
1970,de,article,<200,>=0.8,25366
1970,lb,ad,200-400,>=0.8,40
1970,de,article,<200,NA,158799
1970,lb,article,>=800,0.7-0.8,22
1970,fr,article,600-800,0.6-0.7,2104
1970,fr,article,<200,0.6-0.7,4858
1970,fr,article,200-400,0.7-0.8,21497
1970,fr,article,400-600,0.7-0.8,17173
1970,fr,article,200-400,0.6-0.7,4552
1970,de,article,200-400,>=0.8,41425
1970,fr,ad,<200,0.5-0.6,4148
1970,fr,ad,200-400,0.6-0.7,15068
1970,fr,ad,>=800,0.7-0.8,45390
1970,de,ad,200-400,NA,1027
1970,fr,ad,<200,0.7-0.8,56703
1970,lb,ad,>=800,>=0.8,4
1970,fr,ad,600-800,0.6-0.7,3825
1970,lb,article,200-400,0.7-0.8,6
1970,lb,article,>=800,0.6-0.7,9
1970,lb,ad,>=800,0.7-0.8,4
1970,lb,article,600-800,0.7-0.8,2
1970,fr,article,>=800,<0.5,4573
1970,de,article,600-800,<0.5,245
1970,de,article,>=800,0.5-0.6,4324
1970,de,article,600-800,0.6-0.7,3914
1970,fr,article,200-400,<0.5,539
1970,lb,article,>=800,0.5-0.6,5
1970,de,ad,>=800,0.6-0.7,12178
1970,fr,ad,>=800,0.6-0.7,15162
1970,de,article,400-600,<0.5,572
1970,de,article,<200,0.7-0.8,12244
1970,lb,ad,200-400,0.7-0.8,12
1970,de,article,600-800,0.7-0.8,8154
1970,fr,ad,400-600,>=0.8,169188
1970,fr,ad,<200,>=0.8,346260
1970,lb,article,<200,>=0.8,8
1970,de,ad,400-600,>=0.8,7195
1970,lb,article,400-600,0.7-0.8,5
1970,fr,article,600-800,<0.5,193
1970,de,ad,>=800,>=0.8,3377
1970,fr,article,400-600,0.6-0.7,2742
1970,lb,ad,>=800,0.6-0.7,3
1970,fr,ad,>=800,0.5-0.6,2562
1970,lb,ad,>=800,0.5-0.6,4
1970,de,article,200-400,0.5-0.6,4240
1970,de,article,<200,0.6-0.7,7109
1970,de,article,400-600,0.5-0.6,2382
1970,lb,article,400-600,<0.5,1
1970,lb,article,>=800,<0.5,2
1970,fr,ad,400-600,0.5-0.6,1131
1970,lb,article,400-600,0.5-0.6,2
1970,de,article,400-600,0.6-0.7,6312
1970,de,ad,<200,>=0.8,9617
1970,fr,ad,200-400,0.5-0.6,2822
1970,de,ad,>=800,0.7-0.8,5507
1970,de,ad,<200,0.6-0.7,2545
1970,fr,ad,600-800,0.7-0.8,18772
1970,fr,ad,>=800,>=0.8,146764
1970,lb,ad,400-600,>=0.8,6
1970,de,article,600-800,0.5-0.6,1223
1970,en,article,<200,>=0.8,147
1970,de,ad,200-400,0.6-0.7,2865
1970,de,ad,400-600,0.6-0.7,1276
1970,fr,ad,200-400,>=0.8,441751
1970,lb,article,<200,0.6-0.7,1
1970,de,ad,200-400,0.5-0.6,1354
1970,lb,article,400-600,0.6-0.7,2
1980,de,article,>=800,0.7-0.8,31559
1980,de,article,>=800,0.6-0.7,7723
1980,de,article,400-600,>=0.8,21831
1980,de,article,>=800,>=0.8,185411
1980,de,article,600-800,>=0.8,23849
1980,de,ad,400-600,0.5-0.6,274
1980,de,ad,200-400,0.7-0.8,3790
1980,lb,article,>=800,0.6-0.7,14
1980,de,article,200-400,>=0.8,22281
1980,de,article,400-600,0.7-0.8,6857
1980,de,ad,>=800,>=0.8,3160
1980,fr,ad,>=800,>=0.8,199178
1980,de,article,>=800,0.5-0.6,1047
1980,de,article,400-600,0.6-0.7,2613
1980,de,article,400-600,0.5-0.6,778
1980,de,article,>=800,<0.5,321
1980,lb,article,>=800,<0.5,9
1980,de,ad,>=800,0.6-0.7,10682
1980,fr,article,>=800,>=0.8,1287071
1980,lb,ad,200-400,>=0.8,85
1980,fr,ad,400-600,0.5-0.6,804
1980,de,ad,200-400,>=0.8,10278
1980,de,ad,>=800,0.7-0.8,6223
1980,de,ad,600-800,0.7-0.8,1258
1980,de,ad,400-600,0.7-0.8,1597
1980,fr,article,>=800,0.6-0.7,15192
1980,de,ad,>=800,NA,230
1980,de,ad,200-400,0.5-0.6,566
1980,fr,article,>=800,<0.5,2361
1980,de,ad,<200,0.6-0.7,1678
1980,de,ad,<200,0.7-0.8,3272
1980,fr,ad,200-400,0.6-0.7,13433
1980,de,article,600-800,0.5-0.6,481
1980,de,article,<200,>=0.8,13023
1980,de,article,600-800,0.7-0.8,5156
1980,lb,article,400-600,<0.5,2
1980,de,article,<200,NA,118685
1980,de,article,200-400,<0.5,616
1980,lb,article,<200,>=0.8,39
1980,lb,ad,400-600,0.6-0.7,6
1980,lb,article,>=800,>=0.8,222
1980,de,ad,<200,NA,11950
1980,lb,ad,>=800,<0.5,10
1980,de,article,>=800,NA,4149
1980,fr,article,>=800,0.7-0.8,50437
1980,fr,article,200-400,>=0.8,130118
1980,fr,ad,>=800,0.6-0.7,11996
1980,de,ad,400-600,>=0.8,3883
1980,en,article,200-400,>=0.8,248
1980,lb,article,600-800,<0.5,4
1980,fr,ad,400-600,>=0.8,178616
1980,lb,ad,600-800,0.5-0.6,3
1980,lb,article,>=800,0.5-0.6,5
1980,fr,ad,>=800,0.7-0.8,35063
1980,de,article,200-400,0.7-0.8,9880
1980,fr,ad,200-400,0.7-0.8,57087
1980,fr,ad,200-400,>=0.8,449681
1980,de,ad,400-600,0.6-0.7,725
1980,lb,ad,>=800,0.7-0.8,20
1980,lb,ad,400-600,0.5-0.6,4
1980,lb,ad,200-400,0.7-0.8,35
1980,de,ad,600-800,>=0.8,2241
1980,fr,ad,600-800,>=0.8,96901
1980,lb,ad,<200,>=0.8,79
1980,de,ad,600-800,NA,82
1980,de,article,<200,0.7-0.8,6723
1980,fr,article,600-800,>=0.8,140325
1980,fr,ad,<200,0.6-0.7,15876
1980,fr,ad,400-600,0.6-0.7,5084
1980,de,ad,>=800,0.5-0.6,1896
1980,fr,ad,<200,>=0.8,340942
1980,de,ad,<200,>=0.8,5613
1980,lb,ad,>=800,0.6-0.7,12
1980,de,ad,200-400,<0.5,210
1980,lb,ad,<200,0.7-0.8,22
1980,lb,article,>=800,0.7-0.8,43
1980,fr,ad,600-800,0.6-0.7,2928
1980,de,ad,<200,0.5-0.6,898
1980,lb,ad,400-600,>=0.8,49
1980,lb,ad,400-600,<0.5,6
1980,lb,article,400-600,>=0.8,72
1980,de,ad,400-600,NA,190
1980,fr,ad,200-400,0.5-0.6,2249
1980,lb,ad,400-600,0.7-0.8,17
1980,en,article,>=800,>=0.8,493
1980,de,ad,400-600,<0.5,89
1980,lb,ad,<200,0.6-0.7,15
1980,fr,ad,600-800,0.5-0.6,543
1980,lb,ad,>=800,>=0.8,36
1980,lb,ad,600-800,0.7-0.8,8
1980,lb,article,200-400,>=0.8,85
1980,fr,article,200-400,0.5-0.6,478
1980,lb,ad,600-800,>=0.8,29
1980,it,ad,>=800,NA,95
1980,lb,ad,200-400,0.6-0.7,12
1980,fr,ad,400-600,0.7-0.8,26589
1980,fr,article,400-600,>=0.8,145185
1980,de,ad,200-400,0.6-0.7,1644
1980,lb,article,600-800,>=0.8,55
1980,de,article,200-400,0.6-0.7,4967
1980,de,article,200-400,NA,3239
1980,de,ad,600-800,0.6-0.7,454
1980,de,ad,<200,<0.5,404
1980,de,article,600-800,0.6-0.7,1910
1980,de,ad,200-400,NA,512
1980,fr,ad,>=800,<0.5,635
1980,lb,ad,600-800,0.6-0.7,5
1980,de,article,<200,0.5-0.6,1985
1980,lb,ad,200-400,<0.5,5
1980,fr,article,<200,0.7-0.8,8870
1980,de,ad,600-800,0.5-0.6,168
1980,fr,ad,600-800,0.7-0.8,14061
1980,fr,ad,400-600,<0.5,209
1980,fr,article,<200,>=0.8,53553
1980,fr,article,200-400,<0.5,237
1980,fr,ad,<200,0.7-0.8,53311
1980,de,article,600-800,<0.5,112
1980,fr,ad,200-400,<0.5,529
1980,lb,ad,200-400,0.5-0.6,6
1980,fr,article,>=800,0.5-0.6,3164
1990,de,ad,400-600,>=0.8,3858
1990,de,ad,200-400,>=0.8,12951
1990,de,ad,400-600,<0.5,70
1990,de,article,>=800,<0.5,196
1990,de,ad,400-600,0.6-0.7,820
1990,lb,ad,200-400,0.5-0.6,8
1990,lb,ad,<200,>=0.8,98
1990,fr,ad,200-400,0.7-0.8,47664
1990,de,ad,600-800,0.7-0.8,994
1990,lb,ad,400-600,>=0.8,77
1990,lb,ad,>=800,>=0.8,68
1990,lb,ad,<200,0.7-0.8,50
1990,lb,ad,>=800,0.6-0.7,5
1990,lb,ad,600-800,>=0.8,18
1990,lb,ad,>=800,0.7-0.8,12
1990,de,ad,200-400,0.5-0.6,806
1990,lb,ad,600-800,0.7-0.8,3
1990,de,ad,<200,0.7-0.8,4059
1990,lb,ad,400-600,0.6-0.7,14
1990,de,ad,<200,0.5-0.6,919
1990,lb,ad,200-400,0.6-0.7,26
1990,lb,ad,<200,0.5-0.6,6
1990,de,ad,600-800,0.6-0.7,429
1990,de,ad,<200,0.6-0.7,1916
1990,lb,ad,400-600,0.5-0.6,4
1990,de,ad,600-800,0.5-0.6,203
1990,lb,ad,<200,0.6-0.7,25
1990,lb,ad,<200,<0.5,2
1990,lb,article,<200,0.7-0.8,3
1990,de,ad,200-400,<0.5,282
1990,fr,ad,<200,0.7-0.8,37665
1990,fr,ad,600-800,0.7-0.8,10127
1990,it,ad,200-400,NA,120
1990,de,ad,<200,<0.5,492
1990,lb,ad,400-600,<0.5,1
1990,de,article,<200,<0.5,844
1990,de,article,600-800,<0.5,71
1990,de,ad,>=800,<0.5,118
1990,fr,ad,600-800,>=0.8,77408
1990,lb,article,200-400,0.6-0.7,2
1990,fr,ad,>=800,>=0.8,184792
2000,lb,ad,400-600,0.7-0.8,10
2000,fr,ad,<200,0.6-0.7,6545
2000,lb,ad,200-400,>=0.8,24
2000,lb,ad,600-800,0.7-0.8,3
2000,de,ad,>=800,0.6-0.7,4405
2000,lb,article,600-800,0.6-0.7,1
2000,de,ad,400-600,NA,188
2000,lb,ad,<200,0.7-0.8,11
2000,fr,article,400-600,<0.5,87
2000,lb,ad,200-400,0.5-0.6,3
2000,en,article,<200,>=0.8,137
2000,en,article,>=800,>=0.8,868
2000,lb,ad,<200,0.5-0.6,4
2010,lb,ad,<200,0.7-0.8,2
2010,lb,ad,200-400,0.6-0.7,2
2010,de,ad,<200,>=0.8,49
2010,lb,ad,400-600,>=0.8,3
2010,fr,ad,400-600,>=0.8,21938
2010,de,ad,>=800,>=0.8,220
2010,lb,article,<200,0.6-0.7,2
2010,lb,ad,400-600,0.7-0.8,2
1980,lb,article,400-600,0.5-0.6,2
1980,de,article,<200,0.6-0.7,3633
1980,lb,article,600-800,0.6-0.7,5
1980,fr,article,400-600,0.7-0.8,7615
1980,lb,article,200-400,<0.5,2
1980,fr,article,600-800,<0.5,116
1980,lb,article,600-800,0.7-0.8,8
1980,lb,article,200-400,0.7-0.8,10
1980,lb,article,200-400,0.6-0.7,3
1980,lb,article,<200,0.7-0.8,7
1980,lb,article,400-600,0.7-0.8,7
1980,it,article,<200,NA,204
1980,pt,article,200-400,NA,8
1980,pt,article,<200,NA,6
1980,lb,article,400-600,0.6-0.7,4
1980,de,article,600-800,NA,1175
1980,lb,article,600-800,0.5-0.6,1
1980,fr,article,600-800,0.6-0.7,1150
1980,de,article,200-400,0.5-0.6,1923
1980,fr,article,200-400,0.6-0.7,2263
1980,en,article,<200,0.7-0.8,11
1980,fr,article,200-400,0.7-0.8,10127
1980,lb,article,200-400,0.5-0.6,1
1990,fr,article,<200,0.5-0.6,1022
1990,lb,article,200-400,0.7-0.8,5
1990,fr,ad,>=800,<0.5,194
1990,lb,article,>=800,0.5-0.6,4
1990,de,article,200-400,NA,5031
1990,en,article,>=800,>=0.8,1119
1990,lb,article,200-400,<0.5,3
1990,fr,ad,400-600,0.6-0.7,3174
1990,fr,ad,200-400,0.5-0.6,1300
1990,fr,article,600-800,0.7-0.8,4686
2000,de,article,600-800,0.6-0.7,1342
2000,lb,ad,400-600,0.6-0.7,2
2000,de,article,200-400,<0.5,328
2000,lb,ad,600-800,>=0.8,8
2000,de,article,400-600,<0.5,70
2000,fr,article,<200,0.5-0.6,815
2000,lb,ad,>=800,0.7-0.8,5
2000,lb,article,200-400,0.6-0.7,2
2000,de,ad,>=800,0.5-0.6,2177
2000,lb,article,200-400,0.7-0.8,2
2000,fr,article,<200,<0.5,238
2000,fr,article,200-400,0.5-0.6,521
2000,de,article,>=800,NA,4299
2010,fr,ad,200-400,0.6-0.7,2261
2010,fr,ad,>=800,>=0.8,67494
2010,fr,article,400-600,0.5-0.6,83
2010,de,article,<200,0.6-0.7,32
2010,de,ad,600-800,>=0.8,31
2010,lb,article,>=800,0.5-0.6,1
2010,lb,ad,<200,0.6-0.7,1
